AA0	335.0000
AA1	369.0000
AA2	67.0000
AA3	342.0000
AA4	338.0000
AA5	81.0000
AA6	308.0000
AA7	324.0000
AA8	238.0000
AA9	204.0000
AA10	99.0000
AA11	326.0000
AA12	64.0000
AA13	248.0000
AA14	119.0000
AA15	254.0000
AA16	136.0000
AA17	198.0000
AA18	391.0000
AA19	234.0000
AA20	159.0000
AA21	108.0000
AA22	317.0000
AA23	120.0000
AA24	164.0000
AA25	126.0000
AA26	221.0000
AA27	172.0000
AA28	232.0000
AA29	372.0000
AA30	157.0000
AA31	259.0000
AA32	152.0000
AA33	376.0000
AA34	306.0000
AA35	271.0000
AA36	235.0000
AA37	248.0000
AA38	178.0000
AA39	92.0000
AA40	63.0000
AA41	202.0000
AA42	375.0000
AA43	323.0000
AA44	99.0000
AA45	343.0000
AA46	261.0000
AA47	306.0000
AA48	336.0000
AA49	72.0000
