AA0	112.0000
AA1	252.0000
AA2	384.0000
AA3	100.0000
AA4	242.0000
AA5	185.0000
AA6	313.0000
AA7	356.0000
AA8	66.0000
AA9	347.0000
AA10	298.0000
AA11	239.0000
AA12	113.0000
AA13	321.0000
AA14	182.0000
AA15	355.0000
AA16	115.0000
AA17	204.0000
AA18	146.0000
AA19	252.0000
AA20	321.0000
AA21	276.0000
AA22	252.0000
AA23	288.0000
AA24	178.0000
AA25	153.0000
AA26	185.0000
AA27	256.0000
AA28	119.0000
AA29	294.0000
AA30	109.0000
AA31	114.0000
AA32	105.0000
AA33	383.0000
AA34	247.0000
AA35	248.0000
AA36	126.0000
AA37	154.0000
AA38	179.0000
AA39	212.0000
AA40	61.0000
AA41	311.0000
AA42	350.0000
AA43	385.0000
AA44	324.0000
AA45	253.0000
AA46	77.0000
AA47	56.0000
AA48	106.0000
AA49	184.0000
